OrderID,OrderDate,CustomerID,CustomerName,ProductName,Category,SubCategory,Quantity,Sales,Profit,Region,State
ORD-12099,2021-08-12,CUST-1107,Mary Thomas,3-Ring Binder Plus,Office Supplies,Paper,5,192.34,51.03,South,Georgia
ORD-12100,2021-11-06,CUST-1196,Thomas Harris,Sticky Notes Pack V2,Office Supplies,Pens,2,41.77,5.9,West,Nevada
ORD-12101,2023-02-24,CUST-1120,Richard Smith,MacBook Pro Plus,Technology,Phones,6,797.51,65.21,East,New York
ORD-12102,2022-12-12,CUST-1159,Lisa Williams,Coffee Table Plus,Furniture,Bookcases,9,1239.59,409.24,North,Minnesota
ORD-12103,2021-09-20,CUST-1105,Linda Williams,File Folders Elite,Office Supplies,Pens,8,27.77,9.8,South,Georgia
ORD-12104,2023-01-19,CUST-1126,William Moore,Executive Chair Plus,Furniture,Bookcases,8,384.08,5.2,West,Oregon
ORD-12105,2023-10-12,CUST-1058,Karen Smith,Dell XPS Plus,Technology,Printers,8,1775.72,235.81,East,Connecticut
ORD-12106,2023-01-08,CUST-1068,Daniel Miller,MacBook Pro Plus,Technology,Laptops,3,283.73,-18.91,West,Nevada
ORD-12107,2021-09-07,CUST-1008,James Wilson,HP LaserJet Plus,Technology,Phones,5,987.59,105.48,South,Florida
ORD-12108,2022-03-14,CUST-1082,William Harris,Mechanical Keyboard V2,Technology,Accessories,2,1995.37,277.82,South,Georgia
ORD-12109,2023-08-16,CUST-1173,Jessica Brown,Storage Unit Pro,Furniture,Bookcases,5,70.41,2.85,West,Arizona
ORD-12110,2023-12-09,CUST-1135,Jennifer Harris,File Folders Elite,Office Supplies,Labels,3,134.32,14.96,North,Illinois
ORD-12111,2021-09-19,CUST-1142,Linda Garcia,Mechanical Keyboard Elite,Technology,Laptops,4,742.51,-32.62,North,Michigan
ORD-12112,2023-07-12,CUST-1182,Charles Johnson,iPhone 14 Plus,Technology,Accessories,9,723.71,28.02,North,Illinois
ORD-12113,2022-03-29,CUST-1136,Karen Miller,HP LaserJet Plus,Technology,Printers,6,1045.49,-103.18,East,New Jersey
ORD-12114,2021-09-18,CUST-1155,Richard Anderson,3-Ring Binder Elite,Office Supplies,Pens,9,46.44,5.39,West,California
ORD-12115,2022-02-26,CUST-1110,Nancy Jackson,USB Hub V2,Technology,Printers,6,57.4,14.32,North,Ohio
ORD-12116,2022-07-14,CUST-1057,Robert Miller,Tape Dispenser Pro,Office Supplies,Paper,5,47.65,17.85,North,Minnesota
ORD-12117,2023-06-06,CUST-1010,Joseph Brown,Ballpoint Pens Set Plus,Office Supplies,Labels,7,27.4,8.85,East,Connecticut
ORD-12118,2023-12-20,CUST-1201,Michael Thomas,Sticky Notes Pack Standard,Office Supplies,Paper,6,150.53,56.09,West,Nevada
ORD-12119,2023-10-21,CUST-1200,John Davis,USB Hub Plus,Technology,Accessories,7,517.41,73.1,East,Connecticut
ORD-12120,2023-10-06,CUST-1194,Patricia White,Office Desk V1,Furniture,Furnishings,9,740.55,88.91,North,Minnesota
ORD-12121,2021-02-18,CUST-1068,Daniel Miller,MacBook Pro V2,Technology,Accessories,3,1641.32,118.15,South,Florida
ORD-12122,2023-01-15,CUST-1119,Patricia Jones,A4 Paper Ream V1,Office Supplies,Labels,4,19.62,5.11,North,Minnesota
ORD-12123,2023-10-20,CUST-1151,Sarah Harris,USB Hub Elite,Technology,Accessories,10,1902.61,-132.31,West,Nevada
ORD-12124,2022-10-01,CUST-1136,Karen Miller,Dell XPS V2,Technology,Phones,10,2452.5,48.85,South,North Carolina
ORD-12125,2023-02-20,CUST-1129,Susan Moore,Tape Dispenser V2,Office Supplies,Paper,1,93.16,6.34,North,Wisconsin
ORD-12126,2021-12-22,CUST-1043,Nancy Brown,Bookcase Pro Plus,Furniture,Furnishings,3,981.53,302.63,North,Ohio
ORD-12127,2021-11-18,CUST-1121,Daniel Johnson,Coffee Table Plus,Furniture,Bookcases,6,1377.07,100.94,North,Wisconsin
ORD-12128,2023-05-19,CUST-1051,Linda Davis,Stapler Pro V1,Office Supplies,Storage,9,112.61,24.55,West,Nevada
ORD-12129,2023-02-15,CUST-1144,Joseph Jackson,Storage Unit V2,Furniture,Bookcases,10,1480.15,99.67,West,Oregon
ORD-12130,2023-02-23,CUST-1097,John Jones,HP LaserJet Plus,Technology,Accessories,7,1240.31,208.16,North,Illinois
ORD-12131,2022-06-27,CUST-1190,Richard Wilson,Mechanical Keyboard Pro,Technology,Accessories,4,1146.94,63.28,North,Minnesota
ORD-12132,2022-05-10,CUST-1192,Daniel Jones,3-Ring Binder Elite,Office Supplies,Paper,9,131.25,45.83,South,Texas
ORD-12133,2022-05-01,CUST-1066,James Garcia,Wireless Mouse V2,Technology,Accessories,1,2042.41,140.34,South,Georgia
ORD-12134,2022-01-22,CUST-1150,William Jackson,Stapler Pro Standard,Office Supplies,Pens,10,53.3,13.86,South,North Carolina
ORD-12135,2021-04-24,CUST-1026,Linda Harris,Mechanical Keyboard Standard,Technology,Phones,1,2192.42,77.2,West,Nevada
ORD-12136,2023-04-15,CUST-1166,Betty Wilson,Samsung Galaxy Plus,Technology,Phones,10,599.24,-17.54,East,New York
ORD-12137,2021-03-18,CUST-1173,Jessica Brown,Dell XPS Pro,Technology,Accessories,8,2131.39,371.56,South,North Carolina
ORD-12138,2021-05-23,CUST-1030,Nancy Davis,Bookcase Pro Standard,Furniture,Bookcases,8,127.39,15.86,East,Connecticut
ORD-12139,2022-06-22,CUST-1187,Mary Davis,Ballpoint Pens Set Plus,Office Supplies,Binders,9,105.78,40.6,North,Ohio
ORD-12140,2023-01-31,CUST-1019,Lisa Taylor,Lounge Chair Pro,Furniture,Bookcases,4,440.91,128.75,West,Oregon
ORD-12141,2021-03-01,CUST-1174,Lisa Moore,Tape Dispenser Standard,Office Supplies,Pens,7,96.72,8.13,East,Massachusetts
ORD-12142,2021-07-14,CUST-1171,Richard Johnson,3-Ring Binder Pro,Office Supplies,Paper,5,124.29,32.11,West,Washington
ORD-12143,2023-10-23,CUST-1042,Richard Taylor,Stapler Pro Plus,Office Supplies,Paper,1,140.22,9.53,West,Nevada
ORD-12144,2021-03-25,CUST-1124,Barbara Miller,Ballpoint Pens Set Pro,Office Supplies,Binders,9,107.9,28.31,East,New Jersey
ORD-12145,2022-12-21,CUST-1189,Daniel White,A4 Paper Ream Plus,Office Supplies,Pens,1,209.88,62.56,West,Oregon
ORD-12146,2023-11-03,CUST-1076,Thomas Moore,Executive Chair Elite,Furniture,Chairs,4,1412.18,347.03,West,California
ORD-12147,2022-10-09,CUST-1048,Linda Thomas,HP LaserJet Pro,Technology,Accessories,3,1481.43,-130.68,South,Texas
ORD-12148,2021-09-12,CUST-1122,Daniel Williams,Samsung Galaxy Elite,Technology,Phones,1,422.62,47.53,West,Nevada
ORD-12149,2022-05-19,CUST-1039,Charles Williams,Wireless Mouse Elite,Technology,Printers,1,2411.89,-216.41,West,California
ORD-12150,2022-03-03,CUST-1092,Nancy Thomas,Lounge Chair Pro,Furniture,Bookcases,10,1390.37,129.18,East,Massachusetts
ORD-12151,2023-12-25,CUST-1190,Richard Wilson,Lounge Chair V1,Furniture,Chairs,9,139.76,0.07,West,Washington
ORD-12152,2023-12-23,CUST-1109,Nancy Taylor,Stapler Pro Elite,Office Supplies,Paper,8,107.26,30.54,East,Pennsylvania
ORD-12153,2023-12-14,CUST-1169,Jennifer Wilson,Sticky Notes Pack V2,Office Supplies,Pens,3,66.31,16.98,South,Georgia
ORD-12154,2022-12-05,CUST-1020,Daniel Thomas,USB Hub Pro,Technology,Accessories,9,2192.64,288.3,South,Texas
ORD-12155,2023-05-17,CUST-1114,Lisa White,Stapler Pro Standard,Office Supplies,Paper,5,126.01,25.84,East,Connecticut
ORD-12156,2022-10-29,CUST-1119,Patricia Jones,HP LaserJet Pro,Technology,Phones,5,1290.74,192.51,South,Virginia
ORD-12157,2022-03-07,CUST-1162,James Taylor,Office Desk Plus,Furniture,Furnishings,1,583.99,89.42,South,Georgia
ORD-12158,2023-10-07,CUST-1187,Mary Davis,HP LaserJet Plus,Technology,Accessories,5,1448.83,-85.31,North,Minnesota
ORD-12159,2021-03-20,CUST-1120,Richard Smith,Filing Cabinet Pro,Furniture,Bookcases,6,74.69,22.94,North,Wisconsin
ORD-12160,2023-05-24,CUST-1185,William Johnson,Scissors Set Pro,Office Supplies,Storage,7,71.48,7.98,South,Texas
ORD-12161,2023-06-02,CUST-1130,Betty Moore,File Folders Plus,Office Supplies,Pens,2,80.07,35.57,East,Massachusetts
ORD-12162,2022-08-03,CUST-1081,Joseph Anderson,Office Desk V1,Furniture,Furnishings,2,1722.42,255.91,South,Florida
ORD-12163,2022-08-17,CUST-1197,John White,Samsung Galaxy Elite,Technology,Accessories,7,840.31,197.79,South,Virginia
ORD-12164,2023-04-30,CUST-1183,William Anderson,Stapler Pro Elite,Office Supplies,Pens,6,157.55,58.52,South,North Carolina
ORD-12165,2021-06-12,CUST-1140,Mary Taylor,Office Desk Plus,Furniture,Chairs,6,608.93,156.12,East,Pennsylvania
ORD-12166,2021-04-05,CUST-1128,Lisa Jones,Stapler Pro Elite,Office Supplies,Pens,2,193.28,50.14,North,Wisconsin
ORD-12167,2023-01-25,CUST-1035,David Brown,File Folders V1,Office Supplies,Labels,2,43.4,5.72,East,New York
ORD-12168,2022-05-02,CUST-1045,Charles Davis,Lounge Chair Standard,Furniture,Furnishings,8,1076.04,199.04,East,New York
ORD-12169,2022-03-09,CUST-1050,Joseph Wilson,Bookcase Pro Plus,Furniture,Furnishings,9,815.91,-8.37,East,Connecticut
ORD-12170,2022-04-22,CUST-1047,Linda Wilson,HP LaserJet Pro,Technology,Laptops,3,1757.42,73.22,West,California
ORD-12171,2023-08-07,CUST-1120,Richard Smith,Lounge Chair Elite,Furniture,Furnishings,8,372.62,70.69,South,Texas
ORD-12172,2022-07-13,CUST-1167,Richard Jones,Ballpoint Pens Set Elite,Office Supplies,Binders,2,101.57,20.68,North,Minnesota
ORD-12173,2023-06-15,CUST-1154,Robert Wilson,Filing Cabinet V1,Furniture,Bookcases,3,999.4,200.52,East,Pennsylvania
ORD-12174,2023-03-11,CUST-1111,Jennifer Jackson,Tape Dispenser Elite,Office Supplies,Labels,2,106.28,41.01,South,Virginia
ORD-12175,2023-10-02,CUST-1186,Jessica Taylor,Bookcase Pro V1,Furniture,Tables,4,249.19,10.51,South,North Carolina
ORD-12176,2023-12-03,CUST-1167,Richard Jones,Wireless Mouse Pro,Technology,Phones,6,1249.92,43.45,North,Minnesota
ORD-12177,2023-03-01,CUST-1158,Christopher Miller,Tape Dispenser Standard,Office Supplies,Storage,6,177.91,74.12,South,North Carolina
ORD-12178,2022-03-16,CUST-1057,Robert Miller,Tape Dispenser Pro,Office Supplies,Storage,1,37.29,16.22,South,Georgia
ORD-12179,2022-08-21,CUST-1190,Richard Wilson,Lounge Chair V2,Furniture,Bookcases,8,1288.68,304.31,West,California
ORD-12180,2023-04-18,CUST-1184,Daniel Taylor,MacBook Pro V2,Technology,Phones,9,280.17,25.27,South,Texas
ORD-12181,2022-01-17,CUST-1082,William Harris,Storage Unit V1,Furniture,Tables,1,1288.6,337.31,North,Minnesota
ORD-12182,2021-03-20,CUST-1165,Karen Brown,Executive Chair Pro,Furniture,Furnishings,5,577.26,51.85,East,New Jersey
ORD-12183,2023-08-27,CUST-1147,Nancy Wilson,File Folders Elite,Office Supplies,Storage,2,71.8,29.54,East,Pennsylvania
ORD-12184,2023-01-21,CUST-1032,Joseph Miller,Lounge Chair V1,Furniture,Chairs,10,229.08,57.38,East,New Jersey
ORD-12185,2021-08-14,CUST-1100,Karen Jones,HP LaserJet V2,Technology,Printers,5,2275.09,257.9,South,Florida
ORD-12186,2023-03-27,CUST-1185,William Johnson,Office Desk V1,Furniture,Tables,2,1291.05,402.46,North,Minnesota
ORD-12187,2022-11-24,CUST-1154,Robert Wilson,HP LaserJet V2,Technology,Laptops,4,492.23,104.39,North,Ohio
ORD-12188,2023-06-14,CUST-1176,Jennifer White,MacBook Pro Elite,Technology,Accessories,2,1569.66,376.74,East,New York
ORD-12189,2023-01-18,CUST-1197,John White,Storage Unit Pro,Furniture,Furnishings,4,1209.19,-52.38,West,Washington
ORD-12190,2023-08-27,CUST-1154,Robert Wilson,File Folders V2,Office Supplies,Labels,2,50.44,5.51,East,New Jersey
ORD-12191,2021-02-20,CUST-1141,Robert Harris,Dell XPS Pro,Technology,Accessories,2,115.27,0.77,South,Georgia
ORD-12192,2023-01-18,CUST-1009,Betty Taylor,Filing Cabinet Standard,Furniture,Chairs,4,1098.94,-52.08,West,Oregon
ORD-12193,2022-08-01,CUST-1004,Karen Davis,Mechanical Keyboard Plus,Technology,Laptops,8,585.46,73.98,East,New York
ORD-12194,2022-11-30,CUST-1170,Patricia Davis,Storage Unit Elite,Furniture,Bookcases,4,2321.96,685.08,East,New York
ORD-12195,2023-02-19,CUST-1188,Susan Johnson,Ballpoint Pens Set Standard,Office Supplies,Storage,6,123.0,30.43,North,Wisconsin
ORD-12196,2023-01-14,CUST-1185,William Johnson,Executive Chair V1,Furniture,Tables,10,1344.1,346.28,East,New York
ORD-12197,2023-11-30,CUST-1017,Daniel Jackson,Dell XPS Pro,Technology,Laptops,6,3052.38,550.96,South,North Carolina
ORD-12198,2023-10-16,CUST-1017,Daniel Jackson,Filing Cabinet Plus,Furniture,Bookcases,1,1286.11,232.3,South,North Carolina
ORD-12199,2021-08-15,CUST-1130,Betty Moore,Tape Dispenser Elite,Office Supplies,Binders,7,167.08,12.69,West,Washington
ORD-12200,2023-06-12,CUST-1075,Jessica White,MacBook Pro V1,Technology,Phones,10,241.37,22.81,East,Connecticut
ORD-12201,2023-12-17,CUST-1097,John Jones,Bookcase Pro V1,Furniture,Tables,9,1703.54,229.52,North,Minnesota
ORD-12202,2021-09-23,CUST-1179,Sarah Thomas,Storage Unit Plus,Furniture,Bookcases,7,1327.36,277.41,West,Nevada
ORD-12203,2022-10-14,CUST-1200,John Davis,iPhone 14 V2,Technology,Printers,10,924.18,227.97,North,Minnesota
ORD-12204,2022-05-07,CUST-1193,Sarah Davis,Standing Desk Elite,Furniture,Bookcases,8,1290.45,346.91,West,Oregon
ORD-12205,2021-08-05,CUST-1176,Jennifer White,Executive Chair Elite,Furniture,Bookcases,7,1146.99,235.8,East,New Jersey
ORD-12206,2023-07-10,CUST-1087,Linda Jones,Storage Unit Standard,Furniture,Chairs,10,583.97,187.69,North,Ohio
ORD-12207,2023-08-20,CUST-1142,Linda Garcia,Stapler Pro Pro,Office Supplies,Binders,2,14.16,2.86,West,Oregon
ORD-12208,2021-07-02,CUST-1113,John Johnson,USB Hub Elite,Technology,Phones,4,1573.03,-40.1,North,Minnesota
ORD-12209,2021-09-29,CUST-1135,Jennifer Harris,iPhone 14 Plus,Technology,Laptops,6,1852.97,28.35,South,North Carolina
ORD-12210,2023-10-03,CUST-1031,Thomas Garcia,A4 Paper Ream V2,Office Supplies,Pens,9,27.18,8.58,West,Arizona
ORD-12211,2021-12-05,CUST-1003,Sarah Smith,MacBook Pro V2,Technology,Accessories,8,1060.03,18.53,North,Michigan
ORD-12212,2022-10-29,CUST-1034,Robert Anderson,Scissors Set V2,Office Supplies,Binders,8,101.51,23.7,South,Texas
ORD-12213,2022-02-27,CUST-1129,Susan Moore,Lounge Chair Elite,Furniture,Tables,2,557.13,125.9,West,Oregon
ORD-12214,2023-11-22,CUST-1012,Mary Johnson,Bookcase Pro Elite,Furniture,Furnishings,6,1462.78,190.58,East,Connecticut
ORD-12215,2023-02-13,CUST-1196,Thomas Harris,Wireless Mouse Pro,Technology,Laptops,9,1983.75,26.94,East,New Jersey
ORD-12216,2021-02-02,CUST-1001,Susan Miller,Lounge Chair Elite,Furniture,Bookcases,10,484.77,67.66,East,New York
ORD-12217,2023-11-01,CUST-1122,Daniel Williams,Executive Chair Standard,Furniture,Chairs,10,1601.44,330.86,East,Connecticut
ORD-12218,2023-12-19,CUST-1026,Linda Harris,File Folders Plus,Office Supplies,Pens,6,35.62,4.47,North,Ohio
ORD-12219,2021-11-27,CUST-1117,Richard Brown,iPhone 14 V1,Technology,Printers,5,3548.29,-152.81,East,New Jersey
ORD-12220,2021-10-23,CUST-1097,John Jones,Lounge Chair Pro,Furniture,Bookcases,2,1012.24,253.36,North,Wisconsin
ORD-12221,2021-04-12,CUST-1040,Barbara Moore,iPhone 14 V1,Technology,Printers,4,155.07,13.01,South,Georgia
ORD-12222,2021-10-01,CUST-1126,William Moore,MacBook Pro V1,Technology,Accessories,3,1592.04,-64.22,North,Michigan
ORD-12223,2021-03-27,CUST-1142,Linda Garcia,Dell XPS V1,Technology,Accessories,2,863.46,202.04,East,New Jersey
ORD-12224,2021-01-26,CUST-1058,Karen Smith,Filing Cabinet Pro,Furniture,Tables,2,253.69,20.67,North,Minnesota
ORD-12225,2021-12-16,CUST-1101,Michael Jackson,Scissors Set V1,Office Supplies,Paper,10,267.04,75.83,East,Pennsylvania
ORD-12226,2022-07-08,CUST-1003,Sarah Smith,Sticky Notes Pack Plus,Office Supplies,Paper,4,159.32,52.15,West,Arizona
ORD-12227,2023-04-25,CUST-1097,John Jones,Stapler Pro V1,Office Supplies,Labels,3,28.54,6.57,East,Pennsylvania
ORD-12228,2023-11-18,CUST-1158,Christopher Miller,Lounge Chair Elite,Furniture,Chairs,2,1214.34,274.94,South,North Carolina
ORD-12229,2023-05-03,CUST-1166,Betty Wilson,Office Desk V2,Furniture,Tables,2,502.65,175.15,North,Ohio
ORD-12230,2021-05-07,CUST-1045,Charles Davis,A4 Paper Ream V2,Office Supplies,Paper,6,47.46,16.94,East,New York
ORD-12231,2022-05-31,CUST-1070,Christopher Moore,HP LaserJet V2,Technology,Laptops,2,2358.39,588.83,East,Massachusetts
ORD-12232,2023-05-19,CUST-1196,Thomas Harris,HP LaserJet Standard,Technology,Laptops,7,127.21,21.68,West,Washington
ORD-12233,2021-04-17,CUST-1167,Richard Jones,Office Desk Standard,Furniture,Furnishings,8,1458.44,211.06,North,Minnesota
ORD-12234,2022-03-24,CUST-1197,John White,HP LaserJet Elite,Technology,Laptops,2,2209.7,299.69,East,New York
ORD-12235,2022-12-07,CUST-1007,Jessica Garcia,3-Ring Binder Plus,Office Supplies,Storage,9,25.05,3.03,South,North Carolina
ORD-12236,2021-07-31,CUST-1068,Daniel Miller,File Folders Plus,Office Supplies,Pens,7,141.2,42.45,West,Washington
ORD-12237,2022-01-05,CUST-1146,Charles Harris,A4 Paper Ream Elite,Office Supplies,Storage,8,181.24,46.84,North,Illinois
ORD-12238,2022-01-19,CUST-1193,Sarah Davis,MacBook Pro Plus,Technology,Laptops,5,1637.48,248.85,East,New Jersey
ORD-12239,2022-09-02,CUST-1079,Robert Brown,Scissors Set Plus,Office Supplies,Paper,7,123.84,24.91,North,Ohio
ORD-12240,2021-01-24,CUST-1164,David Taylor,3-Ring Binder Pro,Office Supplies,Storage,10,74.89,12.12,East,Massachusetts
ORD-12241,2022-11-21,CUST-1054,Patricia Brown,USB Hub Plus,Technology,Laptops,6,2646.4,60.49,South,Virginia
ORD-12242,2023-10-17,CUST-1042,Richard Taylor,Standing Desk V1,Furniture,Bookcases,7,497.5,20.77,East,New York
ORD-12243,2023-10-15,CUST-1169,Jennifer Wilson,HP LaserJet Elite,Technology,Phones,5,2266.86,460.54,East,New Jersey
ORD-12244,2021-08-18,CUST-1164,David Taylor,Wireless Mouse V2,Technology,Phones,9,161.75,20.84,West,Washington
ORD-12245,2021-05-25,CUST-1159,Lisa Williams,Mechanical Keyboard V2,Technology,Accessories,10,1119.85,184.88,South,Florida
ORD-12246,2021-02-03,CUST-1115,Betty Jackson,Lounge Chair Elite,Furniture,Chairs,4,1494.65,-42.54,West,Washington
ORD-12247,2023-11-10,CUST-1074,Michael Harris,iPhone 14 V2,Technology,Phones,6,1953.56,267.89,West,Arizona
ORD-12248,2021-06-28,CUST-1139,Charles Wilson,Lounge Chair Standard,Furniture,Tables,7,251.19,51.18,East,Pennsylvania
ORD-12249,2023-09-07,CUST-1129,Susan Moore,Standing Desk Standard,Furniture,Tables,3,1299.72,435.48,South,Virginia
ORD-12250,2021-09-23,CUST-1099,Joseph Taylor,Wireless Mouse V1,Technology,Accessories,1,1046.06,3.12,West,Oregon
ORD-12251,2022-11-20,CUST-1022,Robert Jackson,Standing Desk Standard,Furniture,Bookcases,1,2153.16,513.1,West,California
ORD-12252,2021-09-25,CUST-1092,Nancy Thomas,Stapler Pro Elite,Office Supplies,Pens,2,160.01,46.4,South,North Carolina
ORD-12253,2023-09-03,CUST-1065,William Garcia,Scissors Set V2,Office Supplies,Labels,4,173.63,13.99,North,Minnesota
ORD-12254,2021-11-26,CUST-1053,David Thomas,Ballpoint Pens Set Plus,Office Supplies,Labels,2,72.29,24.99,West,Arizona
ORD-12255,2021-03-04,CUST-1119,Patricia Jones,Scissors Set V1,Office Supplies,Paper,5,133.18,40.03,West,Oregon
ORD-12256,2021-08-06,CUST-1045,Charles Davis,Samsung Galaxy Elite,Technology,Printers,3,986.5,212.28,South,Virginia
ORD-12257,2022-10-10,CUST-1052,Jessica Johnson,Bookcase Pro V1,Furniture,Tables,6,414.91,119.9,North,Illinois
ORD-12258,2022-07-26,CUST-1132,Daniel Moore,Ballpoint Pens Set Pro,Office Supplies,Storage,6,123.3,39.4,South,Florida
ORD-12259,2023-10-28,CUST-1174,Lisa Moore,Mechanical Keyboard V1,Technology,Phones,3,1358.98,290.99,North,Minnesota
ORD-12260,2021-02-14,CUST-1031,Thomas Garcia,Storage Unit V1,Furniture,Chairs,2,1165.09,401.8,West,California
ORD-12261,2022-07-27,CUST-1138,John Miller,File Folders Pro,Office Supplies,Storage,9,167.09,43.23,North,Wisconsin
ORD-12262,2023-10-17,CUST-1047,Linda Wilson,Dell XPS Elite,Technology,Laptops,8,669.14,121.66,West,Oregon
ORD-12263,2022-10-31,CUST-1003,Sarah Smith,iPhone 14 V2,Technology,Printers,5,146.11,23.98,West,Washington
ORD-12264,2022-03-14,CUST-1137,Linda Brown,Dell XPS Elite,Technology,Printers,4,170.91,-11.04,North,Ohio
ORD-12265,2021-11-26,CUST-1129,Susan Moore,3-Ring Binder Pro,Office Supplies,Labels,4,40.86,14.59,South,North Carolina
ORD-12266,2023-02-16,CUST-1176,Jennifer White,Filing Cabinet Plus,Furniture,Tables,3,1232.61,167.0,East,Pennsylvania
ORD-12267,2022-07-09,CUST-1100,Karen Jones,Filing Cabinet Standard,Furniture,Chairs,8,1143.56,78.23,South,Florida
ORD-12268,2021-11-14,CUST-1138,John Miller,Dell XPS Standard,Technology,Laptops,2,1175.16,226.32,West,Oregon
ORD-12269,2022-05-23,CUST-1166,Betty Wilson,Office Desk Standard,Furniture,Chairs,1,1118.66,105.37,East,New Jersey
ORD-12270,2023-01-19,CUST-1056,Mary Smith,USB Hub V1,Technology,Accessories,6,1414.53,-82.08,North,Minnesota
ORD-12271,2021-06-24,CUST-1071,William Williams,Sticky Notes Pack Standard,Office Supplies,Binders,6,48.96,12.83,South,Florida
ORD-12272,2022-07-07,CUST-1098,Charles Thomas,File Folders Elite,Office Supplies,Labels,1,80.45,10.29,East,Connecticut
ORD-12273,2021-12-18,CUST-1054,Patricia Brown,Samsung Galaxy V1,Technology,Laptops,6,159.36,11.79,East,Massachusetts
ORD-12274,2021-09-27,CUST-1186,Jessica Taylor,Stapler Pro Pro,Office Supplies,Storage,8,141.74,51.23,South,Georgia
ORD-12275,2023-05-25,CUST-1099,Joseph Taylor,Sticky Notes Pack Plus,Office Supplies,Storage,7,89.78,37.67,West,California
ORD-12276,2022-03-02,CUST-1192,Daniel Jones,USB Hub Plus,Technology,Printers,9,1496.42,191.62,North,Ohio
ORD-12277,2021-02-19,CUST-1094,Mary Garcia,Bookcase Pro Plus,Furniture,Chairs,6,728.29,176.58,East,New York
ORD-12278,2023-06-21,CUST-1093,David Wilson,Bookcase Pro Plus,Furniture,Tables,2,677.07,157.53,South,North Carolina
ORD-12279,2022-09-01,CUST-1005,Michael Miller,Bookcase Pro Elite,Furniture,Tables,9,407.46,21.78,South,Texas
ORD-12280,2023-10-20,CUST-1138,John Miller,3-Ring Binder Standard,Office Supplies,Binders,5,85.76,25.02,West,Nevada
ORD-12281,2022-01-31,CUST-1043,Nancy Brown,Mechanical Keyboard V2,Technology,Accessories,3,1247.74,-78.28,East,Massachusetts
ORD-12282,2023-03-19,CUST-1088,Betty Harris,A4 Paper Ream V1,Office Supplies,Binders,2,97.78,15.47,West,Washington
ORD-12283,2023-01-21,CUST-1126,William Moore,A4 Paper Ream V1,Office Supplies,Binders,9,78.67,4.43,South,North Carolina
ORD-12284,2022-11-25,CUST-1159,Lisa Williams,Bookcase Pro Plus,Furniture,Tables,3,494.49,62.77,East,New Jersey
ORD-12285,2022-03-21,CUST-1057,Robert Miller,Wireless Mouse Elite,Technology,Laptops,8,596.21,104.72,West,Oregon
ORD-12286,2021-03-26,CUST-1159,Lisa Williams,Bookcase Pro Pro,Furniture,Furnishings,3,67.28,-1.54,East,Pennsylvania
ORD-12287,2023-10-15,CUST-1110,Nancy Jackson,Tape Dispenser Elite,Office Supplies,Labels,2,97.9,5.06,North,Ohio
ORD-12288,2023-01-11,CUST-1093,David Wilson,Ballpoint Pens Set V2,Office Supplies,Pens,8,169.05,23.85,North,Michigan
ORD-12289,2023-11-26,CUST-1138,John Miller,Stapler Pro Standard,Office Supplies,Storage,8,203.79,59.63,South,Texas
ORD-12290,2023-08-25,CUST-1137,Linda Brown,Office Desk Pro,Furniture,Tables,3,78.7,25.77,East,New York
ORD-12291,2021-03-19,CUST-1071,William Williams,Wireless Mouse Plus,Technology,Laptops,10,547.97,116.6,South,Virginia
ORD-12292,2022-02-09,CUST-1093,David Wilson,Mechanical Keyboard Elite,Technology,Phones,9,63.99,11.39,South,North Carolina
ORD-12293,2022-07-27,CUST-1097,John Jones,Mechanical Keyboard Plus,Technology,Phones,9,76.9,9.79,South,Texas
ORD-12294,2021-07-18,CUST-1011,Lisa Miller,Samsung Galaxy Standard,Technology,Accessories,3,1482.93,54.56,East,Connecticut
ORD-12295,2022-11-26,CUST-1024,Lisa Jackson,Mechanical Keyboard Elite,Technology,Laptops,1,951.64,227.13,West,Arizona
ORD-12296,2021-08-06,CUST-1199,Thomas Brown,iPhone 14 V1,Technology,Accessories,10,1738.6,348.43,South,North Carolina
ORD-12297,2023-05-10,CUST-1090,Susan Jackson,Mechanical Keyboard V1,Technology,Printers,6,1847.37,103.97,South,Texas
ORD-12298,2022-08-17,CUST-1024,Lisa Jackson,Office Desk Plus,Furniture,Furnishings,8,995.38,164.43,North,Michigan
ORD-12299,2021-08-13,CUST-1023,Jessica Miller,Bookcase Pro Plus,Furniture,Chairs,3,442.44,141.81,South,Virginia
ORD-12300,2021-03-22,CUST-1159,Lisa Williams,Sticky Notes Pack Elite,Office Supplies,Paper,2,80.85,16.11,North,Illinois
ORD-12301,2023-08-20,CUST-1041,Patricia Anderson,Bookcase Pro V1,Furniture,Furnishings,6,1847.81,195.42,East,Massachusetts
ORD-12302,2023-07-27,CUST-1184,Daniel Taylor,Executive Chair Plus,Furniture,Tables,6,1469.57,64.15,East,Connecticut
ORD-12303,2022-03-12,CUST-1006,Nancy Moore,iPhone 14 V2,Technology,Phones,4,1526.2,329.13,East,Pennsylvania
ORD-12304,2022-10-24,CUST-1142,Linda Garcia,File Folders Plus,Office Supplies,Storage,10,57.06,19.29,West,Washington
ORD-12305,2023-10-19,CUST-1139,Charles Wilson,Executive Chair Pro,Furniture,Furnishings,4,444.92,21.8,North,Illinois
ORD-12306,2022-02-08,CUST-1030,Nancy Davis,Ballpoint Pens Set V2,Office Supplies,Labels,7,133.76,31.22,North,Ohio
